"name","full_name","clone_url","html_url","created_at","updated_at","language","size","stargazers_count","watchers_count","forks_count","topics","visibility","forks","open_issues","watchers"
"adorad","adorad/adorad","https://github.com/adorad/adorad.git","https://github.com/adorad/adorad","2021-03-02T06:02:54Z","2022-08-29T10:48:27Z","C",705,54,54,7,"['adorad', 'adorad-language', 'c', 'clang', 'compiler', 'computing', 'cuda', 'deep-learning', 'functional-programming', 'gpu', 'jit', 'language', 'llvm', 'machine-learning', 'macros', 'metaprogramming', 'object-oriented', 'programming-language', 'science', 'scientific-computing']","public",7,3,54
"Benzina","obilaniu/Benzina","https://github.com/obilaniu/Benzina.git","https://github.com/obilaniu/Benzina","2018-04-12T17:02:29Z","2022-09-23T20:34:55Z","C",1051,36,36,8,"['data-loader', 'python-library', 'science', 'scientific-computing', 'utility-library']","public",8,6,36
"mpmc","mpmccode/mpmc","https://github.com/mpmccode/mpmc.git","https://github.com/mpmccode/mpmc","2015-04-07T18:12:11Z","2022-08-10T07:32:12Z","C",13586,33,33,10,"['chemistry', 'metal-organic-materials', 'monte-carlo', 'monte-carlo-simulation', 'monte-carlo-simulations', 'physics', 'physics-simulation', 'science', 'scientific-computing']","public",10,4,33
"hiperc","usnistgov/hiperc","https://github.com/usnistgov/hiperc.git","https://github.com/usnistgov/hiperc","2017-08-07T17:00:41Z","2022-05-30T13:05:04Z","C",10637,33,33,9,"['computational-science', 'cuda', 'diffusion', 'diffusion-equation', 'finite-difference', 'gpgpu', 'gpu', 'gpu-computing', 'materials-science', 'openacc', 'phase-field', 'scientific-computing', 'shared-memory-parallel', 'xeon-phi']","public",9,27,33
"arpra","arpra-project/arpra","https://github.com/arpra-project/arpra.git","https://github.com/arpra-project/arpra","2016-09-30T12:04:26Z","2022-07-04T06:06:47Z","C",851,18,18,1,"['affine-arithmetic', 'arbitrary-precision', 'mpfr', 'numerical-analysis', 'range-analysis', 'scientific-computing', 'static-analysis']","public",1,3,18
"ostap","OstapHEP/ostap","https://github.com/OstapHEP/ostap.git","https://github.com/OstapHEP/ostap","2017-02-09T15:26:36Z","2022-10-07T12:23:17Z","C",27026,13,13,11,"['cern', 'interactive', 'physics', 'pyroot', 'python', 'root-cern', 'scientific-computing', 'statistics']","public",11,9,13
"EinsumsInCpp","jturney/EinsumsInCpp","https://github.com/jturney/EinsumsInCpp.git","https://github.com/jturney/EinsumsInCpp","2022-01-12T15:47:35Z","2022-09-20T14:13:23Z","C",4879,13,13,1,"['cp-decomposition', 'cpp', 'cpp17', 'dense-matrices', 'einsum', 'linear-algebra', 'matrix', 'matrix-computations', 'matrix-library', 'scientific-computing', 'tensor', 'tensor-contraction', 'tensor-decomposition', 'tucker-decomposition']","public",1,0,13
"NSEoS","thomascarreau/NSEoS","https://github.com/thomascarreau/NSEoS.git","https://github.com/thomascarreau/NSEoS","2017-12-12T20:50:50Z","2022-07-01T06:14:22Z","C",2235,14,14,5,"['astrophysics', 'equation-of-state', 'neutron-star', 'nuclear-physics', 'physics', 'scientific-computing']","public",5,0,14
"simple-slow-rot-NS-solver","duetosymmetry/simple-slow-rot-NS-solver","https://github.com/duetosymmetry/simple-slow-rot-NS-solver.git","https://github.com/duetosymmetry/simple-slow-rot-NS-solver","2017-09-08T06:56:03Z","2021-05-25T06:54:47Z","C",163,11,11,1,"['scientific-computing']","public",1,1,11
"mgmetis","chiao45/mgmetis","https://github.com/chiao45/mgmetis.git","https://github.com/chiao45/mgmetis","2019-10-12T13:55:03Z","2022-08-21T22:25:29Z","C",476,6,6,3,"['graph-algorithms', 'mesh', 'metis', 'partitioning-algorithms', 'scientific-computing']","public",3,3,6
"archimedes-nitrides","jmarini/archimedes-nitrides","https://github.com/jmarini/archimedes-nitrides.git","https://github.com/jmarini/archimedes-nitrides","2015-10-28T21:27:06Z","2022-07-10T22:13:59Z","C",1067,4,4,2,"['monte-carlo', 'scientific-computing', 'semiconductor-physics', 'simulation']","public",2,1,4
"NNPACK","Maratyszcza/NNPACK","https://github.com/Maratyszcza/NNPACK.git","https://github.com/Maratyszcza/NNPACK","2016-03-21T17:47:34Z","2022-10-09T18:49:51Z","C",1106,1578,1578,307,"['convolutional-layers', 'cpu', 'fast-fourier-transform', 'high-performance', 'high-performance-computing', 'inference', 'matrix-multiplication', 'multithreading', 'neural-network', 'neural-networks', 'simd', 'winograd-transform']","public",307,40,1578
"libhermit","hermitcore/libhermit","https://github.com/hermitcore/libhermit.git","https://github.com/hermitcore/libhermit","2015-05-09T07:26:59Z","2022-09-18T16:29:03Z","C",44668,211,211,42,"['cloud-computing', 'high-performance-computing', 'kernel', 'multi-kernel', 'operating-system', 'osdev', 'unikernel', 'virtualization']","public",42,15,211
"rbcuda","SciRuby/rbcuda","https://github.com/SciRuby/rbcuda.git","https://github.com/SciRuby/rbcuda","2016-04-19T11:00:17Z","2022-10-06T22:59:31Z","C",224,58,58,10,"['cuda', 'gpu-acceleration', 'gpu-computing', 'high-performance-computing', 'ruby']","public",10,4,58
"ReLAPACK","HPAC/ReLAPACK","https://github.com/HPAC/ReLAPACK.git","https://github.com/HPAC/ReLAPACK","2015-12-14T16:31:41Z","2022-09-19T11:22:37Z","C",613,38,38,5,"['high-performance-computing', 'lapack', 'recursion']","public",5,2,38
"mptrac","slcs-jsc/mptrac","https://github.com/slcs-jsc/mptrac.git","https://github.com/slcs-jsc/mptrac","2019-12-27T13:02:15Z","2022-09-23T08:56:56Z","C",500201,20,20,10,"['atmospheric-modelling', 'atmospheric-science', 'climate', 'climate-science', 'dispersion', 'dispersion-model', 'high-performance-computing', 'meteorology', 'stratosphere', 'trajectories', 'troposphere']","public",10,0,20
"GSS","closest-git/GSS","https://github.com/closest-git/GSS.git","https://github.com/closest-git/GSS","2018-03-17T11:12:25Z","2022-09-28T04:20:02Z","C",21869,17,17,3,"['gpu-computing', 'gpu-sparse-solver', 'gss', 'high-performance-computing', 'matrix-decompositions', 'matrix-factorization', 'pardiso', 'sparse-linear-systems', 'sparse-matrices']","public",3,0,17
"hermit-playground","hermitcore/hermit-playground","https://github.com/hermitcore/hermit-playground.git","https://github.com/hermitcore/hermit-playground","2019-06-16T07:27:47Z","2022-08-27T16:48:58Z","C",45064,17,17,10,"['cloud-computing', 'high-performance-computing', 'kernel', 'operating-system', 'unikernels', 'virtualization']","public",10,4,17
"iris","ORNL/iris","https://github.com/ORNL/iris.git","https://github.com/ORNL/iris","2020-02-14T21:24:04Z","2022-08-16T15:18:50Z","C",22072,12,12,3,"['edge-computing', 'high-performance-computing']","public",3,4,12
"parsec","ICLDisco/parsec","https://github.com/ICLDisco/parsec.git","https://github.com/ICLDisco/parsec","2022-02-17T02:16:03Z","2022-08-18T06:17:24Z","C",21496,11,11,12,"['dataflow-programming', 'gpu-acceleration', 'gpu-computing', 'high-performance-computing', 'runtime-system']","public",12,82,11
"jasminegraph","miyurud/jasminegraph","https://github.com/miyurud/jasminegraph.git","https://github.com/miyurud/jasminegraph","2018-09-16T13:50:05Z","2022-09-04T04:21:36Z","C",4130,11,11,14,"['data-management', 'databases', 'graph', 'graph-algorigthms', 'graph-database', 'graph-theory', 'graphdatabase', 'graphdb', 'high-performance-computing']","public",14,9,11
"nabla","camierjs/nabla","https://github.com/camierjs/nabla.git","https://github.com/camierjs/nabla","2017-03-05T14:48:35Z","2022-07-29T07:46:50Z","C",7301,6,6,1,"['computational-science', 'domain-specific-language', 'high-performance-computing', 'numerical-simulations']","public",1,0,6
"jurassic","slcs-jsc/jurassic","https://github.com/slcs-jsc/jurassic.git","https://github.com/slcs-jsc/jurassic","2019-12-27T12:43:59Z","2021-12-19T18:06:27Z","C",72210,5,5,0,"['atmosphere', 'atmospheric-science', 'high-performance-computing', 'infrared', 'meteorology', 'radiative-transfer', 'remote-sensing', 'stratosphere', 'troposphere']","public",0,0,5
"self-checkpoint","thu-pacman/self-checkpoint","https://github.com/thu-pacman/self-checkpoint.git","https://github.com/thu-pacman/self-checkpoint","2016-11-18T12:34:33Z","2021-12-03T05:25:28Z","C",4834,5,5,2,"['benchmarking', 'high-performance-computing', 'memory-checkpoint', 'research-project']","public",2,2,5
